id,batch,name,title,summary,path,depends_on
PG241,67,b67-go-concurrency-context-safety,Go Concurrency Context Safety,"Enforce and test Go Concurrency Context Safety for Go modules, HTTP/gRPC services, CLI tools, workers, concurrency, operators, MCP servers, tests, and cross-compilation, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b67-go-concurrency-context-safety/SKILL.md,PG183 PG184 PG185 PG191 PG234 PG240
PG242,67,b67-go-observability-middleware-generator,Go Observability Middleware Generator,"Generate runnable and maintainable Go Observability Middleware Generator for Go modules, HTTP/gRPC services, CLI tools, workers, concurrency, operators, MCP servers, tests, and cross-compilation, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b67-go-observability-middleware-generator/SKILL.md,PG183 PG184 PG185 PG191 PG234 PG241
PG243,67,b67-go-kubernetes-operator-generator,Go Kubernetes Operator Generator,"Generate runnable and maintainable Go Kubernetes Operator Generator for Go modules, HTTP/gRPC services, CLI tools, workers, concurrency, operators, MCP servers, tests, and cross-compilation, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b67-go-kubernetes-operator-generator/SKILL.md,PG183 PG184 PG185 PG191 PG234 PG242
PG244,67,b67-go-mcp-tool-server-generator,Go MCP Tool Server Generator,"Generate runnable and maintainable Go MCP Tool Server Generator for Go modules, HTTP/gRPC services, CLI tools, workers, concurrency, operators, MCP servers, tests, and cross-compilation, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b67-go-mcp-tool-server-generator/SKILL.md,PG183 PG184 PG185 PG191 PG234 PG243
PG245,67,b67-go-test-fuzz-race-generator,Go Test Fuzz Race Generator,"Generate runnable and maintainable Go Test Fuzz Race Generator for Go modules, HTTP/gRPC services, CLI tools, workers, concurrency, operators, MCP servers, tests, and cross-compilation, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b67-go-test-fuzz-race-generator/SKILL.md,PG183 PG184 PG185 PG191 PG234 PG244
PG246,67,b67-go-build-crosscompile-certifier,Go Build Crosscompile Certifier,"Execute and independently verify Go Build Crosscompile Certifier for Go modules, HTTP/gRPC services, CLI tools, workers, concurrency, operators, MCP servers, tests, and cross-compilation, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b67-go-build-crosscompile-certifier/SKILL.md,PG183 PG184 PG185 PG191 PG234 PG245
PG247,68,b68-kotlin-project-profile-detector,Kotlin Project Profile Detector,"Inspect and model Kotlin Project Profile Detector for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-project-profile-detector/SKILL.md,PG183 PG184 PG185 PG191 PG246
PG248,68,b68-gradle-kotlin-build-reproducer,Gradle Kotlin Build Reproducer,"Reproduce deterministically Gradle Kotlin Build Reproducer for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-gradle-kotlin-build-reproducer/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG247
PG249,68,b68-spring-kotlin-service-generator,Spring Kotlin Service Generator,"Generate runnable and maintainable Spring Kotlin Service Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-spring-kotlin-service-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG248
PG250,68,b68-ktor-service-generator,Ktor Service Generator,"Generate runnable and maintainable Ktor Service Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-ktor-service-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG249
PG251,68,b68-kotlin-coroutine-structured-concurrency,Kotlin Coroutine Structured Concurrency,"Implement and validate Kotlin Coroutine Structured Concurrency for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-coroutine-structured-concurrency/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG250
PG252,68,b68-kotlin-data-access-generator,Kotlin Data Access Generator,"Generate runnable and maintainable Kotlin Data Access Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-data-access-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG251
PG253,68,b68-java-kotlin-interop-manager,Java Kotlin Interop Manager,"Coordinate and control Java Kotlin Interop Manager for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-java-kotlin-interop-manager/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG252
PG254,68,b68-kotlin-contract-client-generator,Kotlin Contract Client Generator,"Generate runnable and maintainable Kotlin Contract Client Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-contract-client-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG253
PG255,68,b68-android-compose-application-generator,Android Compose Application Generator,"Generate runnable and maintainable Android Compose Application Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-android-compose-application-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG254
PG256,68,b68-kotlin-multiplatform-library-generator,Kotlin Multiplatform Library Generator,"Generate runnable and maintainable Kotlin Multiplatform Library Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-multiplatform-library-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG255
PG257,68,b68-kotlin-test-harness-generator,Kotlin Test Harness Generator,"Generate runnable and maintainable Kotlin Test Harness Generator for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-test-harness-generator/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG256
PG258,68,b68-kotlin-build-run-repair-certifier,Kotlin Build Run Repair Certifier,"Execute and independently verify Kotlin Build Run Repair Certifier for Kotlin JVM, Spring, Ktor, coroutines, data access, Java interoperability, Android Compose, and Kotlin Multiplatform, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b68-kotlin-build-run-repair-certifier/SKILL.md,PG183 PG184 PG185 PG191 PG246 PG257
PG259,69,b69-php-project-profile-detector,Php Project Profile Detector,"Inspect and model Php Project Profile Detector for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-project-profile-detector/SKILL.md,PG183 PG184 PG185 PG191 PG258
PG260,69,b69-composer-dependency-reproducer,Composer Dependency Reproducer,"Reproduce deterministically Composer Dependency Reproducer for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-composer-dependency-reproducer/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG259
PG261,69,b69-laravel-application-generator,Laravel Application Generator,"Generate runnable and maintainable Laravel Application Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-laravel-application-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG260
PG262,69,b69-symfony-api-generator,Symfony API Generator,"Generate runnable and maintainable Symfony API Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-symfony-api-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG261
PG263,69,b69-php-modular-monolith-generator,Php Modular Monolith Generator,"Generate runnable and maintainable Php Modular Monolith Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-modular-monolith-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG262
PG264,69,b69-php-persistence-migration-generator,Php Persistence Migration Generator,"Generate runnable and maintainable Php Persistence Migration Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-persistence-migration-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG263
PG265,69,b69-php-queue-scheduler-generator,Php Queue Scheduler Generator,"Generate runnable and maintainable Php Queue Scheduler Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-queue-scheduler-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG264
PG266,69,b69-wordpress-woocommerce-extension-generator,Wordpress Woocommerce Extension Generator,"Generate runnable and maintainable Wordpress Woocommerce Extension Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-wordpress-woocommerce-extension-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG265
PG267,69,b69-php-contract-client-generator,Php Contract Client Generator,"Generate runnable and maintainable Php Contract Client Generator for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-contract-client-generator/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG266
PG268,69,b69-php-test-quality-harness,Php Test Quality Harness,"Implement and validate Php Test Quality Harness for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-test-quality-harness/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG267
PG269,69,b69-php-modernization-repair,Php Modernization Repair,"Implement and validate Php Modernization Repair for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-modernization-repair/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG268
PG270,69,b69-php-build-run-deploy-certifier,Php Build Run Deploy Certifier,"Execute and independently verify Php Build Run Deploy Certifier for PHP, Composer, Laravel, Symfony, modular monoliths, persistence, queues, WordPress/WooCommerce, testing, modernization, and deployment, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b69-php-build-run-deploy-certifier/SKILL.md,PG183 PG184 PG185 PG191 PG258 PG269
PG271,70,b70-native-project-profile-detector,Native Project Profile Detector,"Inspect and model Native Project Profile Detector for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-project-profile-detector/SKILL.md,PG183 PG184 PG185 PG191 PG270
PG272,70,b70-native-toolchain-compiler-matrix,Native Toolchain Compiler Matrix,"Implement and validate Native Toolchain Compiler Matrix for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-toolchain-compiler-matrix/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG271
PG273,70,b70-cmake-native-project-generator,CMake Native Project Generator,"Generate runnable and maintainable CMake Native Project Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-cmake-native-project-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG272
PG274,70,b70-modern-cpp-library-service-generator,Modern C++ Library Service Generator,"Generate runnable and maintainable Modern C++ Library Service Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-modern-cpp-library-service-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG273
PG275,70,b70-c-api-abi-contract-manager,C API Abi Contract Manager,"Coordinate and control C API Abi Contract Manager for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-c-api-abi-contract-manager/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG274
PG276,70,b70-native-ffi-binding-generator,Native FFI Binding Generator,"Generate runnable and maintainable Native FFI Binding Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-ffi-binding-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG275
PG277,70,b70-native-memory-lifetime-safety,Native Memory Lifetime Safety,"Enforce and test Native Memory Lifetime Safety for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-memory-lifetime-safety/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG276
PG278,70,b70-native-concurrency-realtime-safety,Native Concurrency Realtime Safety,"Enforce and test Native Concurrency Realtime Safety for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-concurrency-realtime-safety/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG277
PG279,70,b70-ros2-node-project-generator,ROS 2 Node Project Generator,"Generate runnable and maintainable ROS 2 Node Project Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-ros2-node-project-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG278
PG280,70,b70-opcua-industrial-adapter-generator,OPC UA Industrial Adapter Generator,"Generate runnable and maintainable OPC UA Industrial Adapter Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-opcua-industrial-adapter-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG279
PG281,70,b70-embedded-crosscompile-project-generator,Embedded Crosscompile Project Generator,"Generate runnable and maintainable Embedded Crosscompile Project Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-embedded-crosscompile-project-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG280
PG282,70,b70-qt-industrial-hmi-generator,Qt Industrial HMI Generator,"Generate runnable and maintainable Qt Industrial HMI Generator for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-qt-industrial-hmi-generator/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG281
PG283,70,b70-native-sanitizer-fuzz-static-analysis,Native Sanitizer Fuzz Static Analysis,"Implement and validate Native Sanitizer Fuzz Static Analysis for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-sanitizer-fuzz-static-analysis/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG282
PG284,70,b70-native-build-run-certifier,Native Build Run Certifier,"Execute and independently verify Native Build Run Certifier for C/C++, compilers, CMake, ABI, FFI, memory and concurrency safety, ROS 2, OPC UA, embedded targets, Qt HMI, sanitizers, and fuzzing, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b70-native-build-run-certifier/SKILL.md,PG183 PG184 PG185 PG191 PG270 PG283
PG285,71,b71-rust-project-profile-detector,Rust Project Profile Detector,"Inspect and model Rust Project Profile Detector for Rust Cargo workspaces, Axum/Actix services, CLI tools, Tokio workers, Serde contracts, FFI/WASM, unsafe review, supply-chain policy, fuzzing, and releases, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b71-rust-project-profile-detector/SKILL.md,PG183 PG184 PG185 PG191 PG284
PG286,71,b71-cargo-workspace-dependency-reproducer,Cargo Workspace Dependency Reproducer,"Reproduce deterministically Cargo Workspace Dependency Reproducer for Rust Cargo workspaces, Axum/Actix services, CLI tools, Tokio workers, Serde contracts, FFI/WASM, unsafe review, supply-chain policy, fuzzing, and releases, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b71-cargo-workspace-dependency-reproducer/SKILL.md,PG183 PG184 PG185 PG191 PG284 PG285
PG287,71,b71-rust-axum-service-generator,Rust Axum Service Generator,"Generate runnable and maintainable Rust Axum Service Generator for Rust Cargo workspaces, Axum/Actix services, CLI tools, Tokio workers, Serde contracts, FFI/WASM, unsafe review, supply-chain policy, fuzzing, and releases, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b71-rust-axum-service-generator/SKILL.md,PG183 PG184 PG185 PG191 PG284 PG286
PG288,71,b71-rust-cli-generator,Rust CLI Generator,"Generate runnable and maintainable Rust CLI Generator for Rust Cargo workspaces, Axum/Actix services, CLI tools, Tokio workers, Serde contracts, FFI/WASM, unsafe review, supply-chain policy, fuzzing, and releases, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b71-rust-cli-generator/SKILL.md,PG183 PG184 PG185 PG191 PG284 PG287
PG289,71,b71-rust-async-worker-generator,Rust Async Worker Generator,"Generate runnable and maintainable Rust Async Worker Generator for Rust Cargo workspaces, Axum/Actix services, CLI tools, Tokio workers, Serde contracts, FFI/WASM, unsafe review, supply-chain policy, fuzzing, and releases, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b71-rust-async-worker-generator/SKILL.md,PG183 PG184 PG185 PG191 PG284 PG288
PG290,71,b71-rust-serde-contract-generator,Rust Serde Contract Generator,"Generate runnable and maintainable Rust Serde Contract Generator for Rust Cargo workspaces, Axum/Actix services, CLI tools, Tokio workers, Serde contracts, FFI/WASM, unsafe review, supply-chain policy, fuzzing, and releases, preserving ownership, compatibility, security, reproducibility, and evidence boundaries.",agent-skills/runtime/b71-rust-serde-contract-generator/SKILL.md,PG183 PG184 PG185 PG191 PG284 PG289
