id,batch,batch_title,family,kind,name,path,summary
PG235,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,discovery,sap-landscape-discovery-and-inventory,skills/batch-82/PG235-sap-landscape-discovery-and-inventory/SKILL.md,"Discover and inventory sap landscape discovery and inventory within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG236,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,parser,classic-abap-parser-and-semantic-model,skills/batch-82/PG236-classic-abap-parser-and-semantic-model/SKILL.md,"Parse and semantically index classic abap parser and semantic model within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG237,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,model,abap-dictionary-cds-modeler,skills/batch-82/PG237-abap-dictionary-cds-modeler/SKILL.md,"Model abap dictionary cds modeler within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG238,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,extractor,bapi-rfc-idoc-contract-extractor,skills/batch-82/PG238-bapi-rfc-idoc-contract-extractor/SKILL.md,"Recover and extract bapi rfc idoc contract extractor within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG239,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,modernizer,dynpro-to-fiori-ui-modernizer,skills/batch-82/PG239-dynpro-to-fiori-ui-modernizer/SKILL.md,"Modernize dynpro to fiori ui modernizer within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG240,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,analyzer,enhancement-user-exit-clean-core-analyzer,skills/batch-82/PG240-enhancement-user-exit-clean-core-analyzer/SKILL.md,"Analyze enhancement user exit clean core analyzer within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG241,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,generator,abap-cloud-rap-generator,skills/batch-82/PG241-abap-cloud-rap-generator/SKILL.md,"Generate abap cloud rap generator within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG242,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,planner,custom-table-data-migration-planner,skills/batch-82/PG242-custom-table-data-migration-planner/SKILL.md,"Plan custom table data migration planner within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG243,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,generator,abap-unit-atc-test-generator,skills/batch-82/PG243-abap-unit-atc-test-generator/SKILL.md,"Generate abap unit atc test generator within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG244,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,generator,sap-btp-extension-generator,skills/batch-82/PG244-sap-btp-extension-generator/SKILL.md,"Generate sap btp extension generator within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG245,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,planner,transport-change-dependency-planner,skills/batch-82/PG245-transport-change-dependency-planner/SKILL.md,"Plan transport change dependency planner within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG246,82,SAP ABAP / ABAP Cloud / CDS / RAP Pack,enterprise-sap,certifier,sap-cutover-regression-certifier,skills/batch-82/PG246-sap-cutover-regression-certifier/SKILL.md,"Certify sap cutover regression certifier within the SAP ABAP / ABAP Cloud / CDS / RAP Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG247,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,discovery,database-program-unit-discovery,skills/batch-83/PG247-database-program-unit-discovery/SKILL.md,"Discover and inventory database program unit discovery within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG248,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,parser,plsql-parser-and-semantic-model,skills/batch-83/PG248-plsql-parser-and-semantic-model/SKILL.md,"Parse and semantically index plsql parser and semantic model within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG249,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,parser,tsql-parser-and-semantic-model,skills/batch-83/PG249-tsql-parser-and-semantic-model/SKILL.md,"Parse and semantically index tsql parser and semantic model within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG250,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,parser,plpgsql-sqlpl-parser-and-semantic-model,skills/batch-83/PG250-plpgsql-sqlpl-parser-and-semantic-model/SKILL.md,"Parse and semantically index plpgsql sqlpl parser and semantic model within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG251,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,extractor,stored-procedure-business-rule-extractor,skills/batch-83/PG251-stored-procedure-business-rule-extractor/SKILL.md,"Recover and extract stored procedure business rule extractor within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG252,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,analyzer,trigger-job-dblink-impact-analyzer,skills/batch-83/PG252-trigger-job-dblink-impact-analyzer/SKILL.md,"Analyze trigger job dblink impact analyzer within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG253,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,analyzer,dynamic-sql-injection-safety-analyzer,skills/batch-83/PG253-dynamic-sql-injection-safety-analyzer/SKILL.md,"Analyze dynamic sql injection safety analyzer within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG254,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,generator,database-logic-retain-refactor-extract-decider,skills/batch-83/PG254-database-logic-retain-refactor-extract-decider/SKILL.md,"Generate database logic retain refactor extract decider within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG255,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,generator,procedure-to-service-generator,skills/batch-83/PG255-procedure-to-service-generator/SKILL.md,"Generate procedure to service generator within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG256,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,generator,database-code-test-harness-generator,skills/batch-83/PG256-database-code-test-harness-generator/SKILL.md,"Generate database code test harness generator within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG257,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,verifier,transaction-concurrency-equivalence-verifier,skills/batch-83/PG257-transaction-concurrency-equivalence-verifier/SKILL.md,"Verify transaction concurrency equivalence verifier within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG258,83,PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack,database-programming,certifier,database-program-modernization-certifier,skills/batch-83/PG258-database-program-modernization-certifier/SKILL.md,"Certify database program modernization certifier within the PL/SQL / T-SQL / PL/pgSQL / SQL PL Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG259,84,IEC 61131-3 PLC Languages Pack,industrial-control,discovery,plc-project-discovery-and-inventory,skills/batch-84/PG259-plc-project-discovery-and-inventory/SKILL.md,"Discover and inventory plc project discovery and inventory within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG260,84,IEC 61131-3 PLC Languages Pack,industrial-control,parser,iec61131-structured-text-parser,skills/batch-84/PG260-iec61131-structured-text-parser/SKILL.md,"Parse and semantically index iec61131 structured text parser within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG261,84,IEC 61131-3 PLC Languages Pack,industrial-control,model,ladder-fbd-sfc-semantic-modeler,skills/batch-84/PG261-ladder-fbd-sfc-semantic-modeler/SKILL.md,"Model ladder fbd sfc semantic modeler within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG262,84,IEC 61131-3 PLC Languages Pack,industrial-control,compiler,io-tag-memory-map-compiler,skills/batch-84/PG262-io-tag-memory-map-compiler/SKILL.md,"Compile io tag memory map compiler within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG263,84,IEC 61131-3 PLC Languages Pack,industrial-control,analyzer,scan-cycle-task-priority-analyzer,skills/batch-84/PG263-scan-cycle-task-priority-analyzer/SKILL.md,"Analyze scan cycle task priority analyzer within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG264,84,IEC 61131-3 PLC Languages Pack,industrial-control,generator,interlock-alarm-state-machine-generator,skills/batch-84/PG264-interlock-alarm-state-machine-generator/SKILL.md,"Generate interlock alarm state machine generator within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG265,84,IEC 61131-3 PLC Languages Pack,industrial-control,adapter,plcopen-xml-import-export-adapter,skills/batch-84/PG265-plcopen-xml-import-export-adapter/SKILL.md,"Adapt plcopen xml import export adapter within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG266,84,IEC 61131-3 PLC Languages Pack,industrial-control,adapter,plc-vendor-project-adapter,skills/batch-84/PG266-plc-vendor-project-adapter/SKILL.md,"Adapt plc vendor project adapter within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG267,84,IEC 61131-3 PLC Languages Pack,industrial-control,verifier,plc-simulation-test-harness,skills/batch-84/PG267-plc-simulation-test-harness/SKILL.md,"Verify plc simulation test harness within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG268,84,IEC 61131-3 PLC Languages Pack,industrial-control,bridge,opcua-digital-twin-bridge,skills/batch-84/PG268-opcua-digital-twin-bridge/SKILL.md,"Bridge opcua digital twin bridge within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG269,84,IEC 61131-3 PLC Languages Pack,industrial-control,generator,safety-boundary-sil-approval-gate,skills/batch-84/PG269-safety-boundary-sil-approval-gate/SKILL.md,"Generate safety boundary sil approval gate within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG270,84,IEC 61131-3 PLC Languages Pack,industrial-control,certifier,plc-deployment-change-certifier,skills/batch-84/PG270-plc-deployment-change-certifier/SKILL.md,"Certify plc deployment change certifier within the IEC 61131-3 PLC Languages Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG271,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,discovery,matlab-project-discovery-and-inventory,skills/batch-85/PG271-matlab-project-discovery-and-inventory/SKILL.md,"Discover and inventory matlab project discovery and inventory within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG272,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,parser,matlab-code-parser-and-semantic-model,skills/batch-85/PG272-matlab-code-parser-and-semantic-model/SKILL.md,"Parse and semantically index matlab code parser and semantic model within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG273,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,compiler,simulink-model-graph-compiler,skills/batch-85/PG273-simulink-model-graph-compiler/SKILL.md,"Compile simulink model graph compiler within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG274,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,model,stateflow-semantics-and-transition-modeler,skills/batch-85/PG274-stateflow-semantics-and-transition-modeler/SKILL.md,"Model stateflow semantics and transition modeler within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG275,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,generator,simscape-data-dictionary-integrator,skills/batch-85/PG275-simscape-data-dictionary-integrator/SKILL.md,"Generate simscape data dictionary integrator within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG276,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,generator,algorithm-to-matlab-project-generator,skills/batch-85/PG276-algorithm-to-matlab-project-generator/SKILL.md,"Generate algorithm to matlab project generator within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG277,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,model,natural-language-to-simulink-model-generator,skills/batch-85/PG277-natural-language-to-simulink-model-generator/SKILL.md,"Model natural language to simulink model generator within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG278,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,bridge,matlab-python-julia-interop-bridge,skills/batch-85/PG278-matlab-python-julia-interop-bridge/SKILL.md,"Bridge matlab python julia interop bridge within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG279,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,generator,matlab-coder-embedded-code-generator,skills/batch-85/PG279-matlab-coder-embedded-code-generator/SKILL.md,"Generate matlab coder embedded code generator within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG280,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,generator,sil-pil-hil-test-harness-generator,skills/batch-85/PG280-sil-pil-hil-test-harness-generator/SKILL.md,"Generate sil pil hil test harness generator within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG281,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,verifier,numerical-equivalence-verifier,skills/batch-85/PG281-numerical-equivalence-verifier/SKILL.md,"Verify numerical equivalence verifier within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG282,85,MATLAB / Simulink / Stateflow Pack,model-based-engineering,model,model-code-traceability-certifier,skills/batch-85/PG282-model-code-traceability-certifier/SKILL.md,"Model model code traceability certifier within the MATLAB / Simulink / Stateflow Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG283,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,discovery,modelica-library-discovery-and-inventory,skills/batch-86/PG283-modelica-library-discovery-and-inventory/SKILL.md,"Discover and inventory modelica library discovery and inventory within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG284,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,parser,modelica-parser-and-equation-graph,skills/batch-86/PG284-modelica-parser-and-equation-graph/SKILL.md,"Parse and semantically index modelica parser and equation graph within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG285,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,model,physical-component-connector-modeler,skills/batch-86/PG285-physical-component-connector-modeler/SKILL.md,"Model physical component connector modeler within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG286,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,verifier,unit-dimension-consistency-verifier,skills/batch-86/PG286-unit-dimension-consistency-verifier/SKILL.md,"Verify unit dimension consistency verifier within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG287,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,analyzer,initial-equation-event-solver-analyzer,skills/batch-86/PG287-initial-equation-event-solver-analyzer/SKILL.md,"Analyze initial equation event solver analyzer within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG288,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,model,modelica-system-model-generator,skills/batch-86/PG288-modelica-system-model-generator/SKILL.md,"Model modelica system model generator within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG289,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,adapter,fmi-fmu-export-import-adapter,skills/batch-86/PG289-fmi-fmu-export-import-adapter/SKILL.md,"Adapt fmi fmu export import adapter within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG290,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,generator,co-simulation-orchestrator,skills/batch-86/PG290-co-simulation-orchestrator/SKILL.md,"Generate co simulation orchestrator within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG291,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,generator,parameter-estimation-calibration-engine,skills/batch-86/PG291-parameter-estimation-calibration-engine/SKILL.md,"Generate parameter estimation calibration engine within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG292,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,verifier,simulation-regression-verifier,skills/batch-86/PG292-simulation-regression-verifier/SKILL.md,"Verify simulation regression verifier within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG293,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,model,telemetry-model-drift-detector,skills/batch-86/PG293-telemetry-model-drift-detector/SKILL.md,"Model telemetry model drift detector within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG294,86,Modelica / FMI / FMU Digital Twin Pack,physical-modeling,certifier,digital-twin-runtime-certifier,skills/batch-86/PG294-digital-twin-runtime-certifier/SKILL.md,"Certify digital twin runtime certifier within the Modelica / FMI / FMU Digital Twin Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG295,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,discovery,vb6-project-discovery-and-inventory,skills/batch-87/PG295-vb6-project-discovery-and-inventory/SKILL.md,"Discover and inventory vb6 project discovery and inventory within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG296,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,parser,vb6-parser-and-semantic-model,skills/batch-87/PG296-vb6-parser-and-semantic-model/SKILL.md,"Parse and semantically index vb6 parser and semantic model within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG297,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,analyzer,com-activex-dependency-analyzer,skills/batch-87/PG297-com-activex-dependency-analyzer/SKILL.md,"Analyze com activex dependency analyzer within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG298,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,model,vb-forms-ui-event-modeler,skills/batch-87/PG298-vb-forms-ui-event-modeler/SKILL.md,"Model vb forms ui event modeler within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG299,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,discovery,vba-office-macro-discovery,skills/batch-87/PG299-vba-office-macro-discovery/SKILL.md,"Discover and inventory vba office macro discovery within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG300,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,analyzer,vba-32-64bit-compatibility-analyzer,skills/batch-87/PG300-vba-32-64bit-compatibility-analyzer/SKILL.md,"Analyze vba 32 64bit compatibility analyzer within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG301,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,profile,vbnet-modernization-profile,skills/batch-87/PG301-vbnet-modernization-profile/SKILL.md,"Define a certified profile for vbnet modernization profile within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG302,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,generator,vb6-to-csharp-generator,skills/batch-87/PG302-vb6-to-csharp-generator/SKILL.md,"Generate vb6 to csharp generator within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG303,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,generator,vba-to-office-scripts-python-powerautomate-generator,skills/batch-87/PG303-vba-to-office-scripts-python-powerautomate-generator/SKILL.md,"Generate vba to office scripts python powerautomate generator within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG304,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,modernizer,access-database-application-modernizer,skills/batch-87/PG304-access-database-application-modernizer/SKILL.md,"Modernize access database application modernizer within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG305,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,verifier,windows-interop-regression-verifier,skills/batch-87/PG305-windows-interop-regression-verifier/SKILL.md,"Verify windows interop regression verifier within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG306,87,VB6 / VBA / VB.NET / Office Automation Pack,windows-legacy,certifier,vb-modernization-certifier,skills/batch-87/PG306-vb-modernization-certifier/SKILL.md,"Certify vb modernization certifier within the VB6 / VBA / VB.NET / Office Automation Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG307,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,discovery,ibmi-landscape-discovery-and-inventory,skills/batch-88/PG307-ibmi-landscape-discovery-and-inventory/SKILL.md,"Discover and inventory ibmi landscape discovery and inventory within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG308,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,parser,rpg-parser-and-semantic-model,skills/batch-88/PG308-rpg-parser-and-semantic-model/SKILL.md,"Parse and semantically index rpg parser and semantic model within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG309,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,model,cl-job-workflow-modeler,skills/batch-88/PG309-cl-job-workflow-modeler/SKILL.md,"Model cl job workflow modeler within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG310,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,model,dds-display-printer-file-modeler,skills/batch-88/PG310-dds-display-printer-file-modeler/SKILL.md,"Model dds display printer file modeler within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
